web-scraper-order,web-scraper-start-url,Title,Date,Rating,Verified,Review
1587556167-4203,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good shoes,"Reviewed in the United States on March 12, 2020",5.0 out of 5 stars,Verified Purchase,"The shoes fits as expected, they are lightweight and comfortable
I recommend to everyone who wants a good qulity shoes to buy them."
1587556167-3782,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Would recommend!,"Reviewed in the United States on December 30, 2019",5.0 out of 5 stars,Verified Purchase,Second pair I have bought for my husband and he loves them!! Great fit and very durable especially for running!
1587556167-4080,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes!,"Reviewed in the United States on March 6, 2020",5.0 out of 5 stars,Verified Purchase,Love these shoes. My first under armour ones but I'll definitely be getting more. Super comfortable!
1587556167-3772,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Half a size too small,"Reviewed in the United States on March 9, 2020",4.0 out of 5 stars,Verified Purchase,"The shoe felt very breathable and supportive, but was a half size too small from what I normally wear."
1587556167-4442,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,New Kicks,"Reviewed in the United States on March 22, 2020",5.0 out of 5 stars,Verified Purchase,Great sneaks ... Under Armor is my new favorite
1587556167-3997,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,great,"Reviewed in the United States on February 9, 2020",5.0 out of 5 stars,Verified Purchase,they fit and feel good
1587556167-3669,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great Fit - Wide sizes available,"Reviewed in the United States on December 17, 2019",5.0 out of 5 stars,Verified Purchase,"Great fit!  I usually wear a 9.5 or a 10 in running shoes.  It’s always hard to gauge which size to buy because different manufacturers tend to fluctuate a bit. And I have a rather wide foot. This Under Armour shoe was also available in a wide size which really helped with the fit in my case.  So instead of needing a 10 in a normal size to get the width I needed, the 9.5 E was perfect.  They are very comfortable and fit the bill perfectly as a walking or training shoe.  Great value for the price paid on discount at $52."
1587556167-4213,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,good quality,"Reviewed in the United States on December 5, 2019",4.0 out of 5 stars,Verified Purchase,"very comfortable, light weight and it looks real good on me, thanks .."
1587556167-4594,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fits good just want more leather than upholstery material,"Reviewed in the United States on September 19, 2019",5.0 out of 5 stars,Verified Purchase,Add more leather
1587556167-4655,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable style,"Reviewed in the United States on July 9, 2019",5.0 out of 5 stars,null,"Very comfortable. These fit true to size, a little on the snug side width wise, but they do get a little wider as they break in after a week or two of wear. Nice simple style that goes with everything. Breathable uppers that don't make feet sweat, even in summer heat of 100 degrees. Good traction. The soles are very flexible and easy to move in.  Also quiet, no squeaking or clomping accross the floor. Very happy with these shoes (we own both the kids version and the men's version)."
1587556167-4214,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fit perfectly!,"Reviewed in the United States on December 17, 2019",5.0 out of 5 stars,Verified Purchase,Great shoes!
1587556167-4503,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Defective shoe,"Reviewed in the United States on January 11, 2020",1.0 out of 5 stars,Verified Purchase,Under armor logo coming off side of shoe.
1587556167-4074,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Satisfaction,"Reviewed in the United States on March 4, 2020",3.0 out of 5 stars,Verified Purchase,"My son said they are ok,I bought it for him
The last under armour iI bought through Amazon were not good ,the did not last long. I tried again and hope my son will be satisfied"
1587556167-4216,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fit as expected,"Reviewed in the United States on March 9, 2020",5.0 out of 5 stars,Verified Purchase,Product just as described.
1587556167-3650,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Not for long periods of time,"Reviewed in the United States on August 9, 2019",3.0 out of 5 stars,Verified Purchase,"Ordered 3 pairs of shoes (2 navy 1 black) for my husband. At first they were great, he loved them. He said they fit comfortably but he noticed that after wearing them to work all day he would come home with sore feet and red toes. Not sure if it’s the sizing that’s off, but he’s not too pleased with this style"
1587556167-3624,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fit Great and They're Not Made By Nike,"Reviewed in the United States on July 25, 2019",5.0 out of 5 stars,Verified Purchase,"Shoes fit great, look good and feel like they will last. Will use them primarily for running so I need to replace them every six months or so. Didn't really need them quite yet but the price was so good during Amazon's Prime Day Sale I couldn't pass them up."
1587556167-3735,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable and good looking,"Reviewed in the United States on April 2, 2020",5.0 out of 5 stars,Verified Purchase,"Nice looking sneaker with ample support and cushioning where needed. Fit appears to be what it should be. As with most Under Armor products, the price is at the top of the scale, pushing the needle toward overpriced.I expect the longevity will  be acceptable but its too soon to make that statement."
1587556167-3914,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,The fit is great,"Reviewed in the United States on March 10, 2020",5.0 out of 5 stars,Verified Purchase,Light weight great shoe
1587556167-4766,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great for running,"Reviewed in the United States on March 9, 2020",5.0 out of 5 stars,Verified Purchase,Great shoe for running
1587556167-4039,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love them,"Reviewed in the United States on September 1, 2019",4.0 out of 5 stars,Verified Purchase,Very comfortable.
1587556167-4500,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Wrong color,"Reviewed in the United States on September 11, 2019",1.0 out of 5 stars,Verified Purchase,Wrong color very disappointed
1587556167-3652,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Bunion friendly,"Reviewed in the United States on October 6, 2019",4.0 out of 5 stars,Verified Purchase,"I am a runner with bunions and it can be hard to find shoes that are  wide enough AND that don't have a binding seam or plastic at the forefront of the foot that rubs across the protruding joint. These UAs were a very good solution. There is no seam in the front of the shoe, and the upper is very soft, stretchy fabric. I haven't had ANY discomfort in running with these so far from that direction, and I can only hope that the shoes will last a few months. They are light weight as well, which is a bonus. The only quibble I have is that I need support for high arches, but that is easily addressed with insoles. I bought a men's size 8, extra wide, even though I am a female and normally wear a 7.5 to 8 wide in women's. Vanity be damned!"
1587556167-4076,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Proper fit,"Reviewed in the United States on February 28, 2020",3.0 out of 5 stars,Verified Purchase,Fits small not as other US 8.5
1587556167-4436,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Wide shoes.,"Reviewed in the United States on December 23, 2019",5.0 out of 5 stars,Verified Purchase,It’s a wide shoe. Hard to find among all brands.
1587556167-4410,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Perfect,"Reviewed in the United States on February 15, 2020",5.0 out of 5 stars,Verified Purchase,The product is very nice... it fits perfectly i loved it so much
1587556167-4128,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shoes,"Reviewed in the United States on March 11, 2020",5.0 out of 5 stars,Verified Purchase,These shoes look great on him
1587556167-4662,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable and versatile,"Reviewed in the United States on July 11, 2019",5.0 out of 5 stars,null,"These shoes fit a male in the household who generally wears a 9.5 shoe, but sometimes 10 depending on the maker. These are right on the money. He put a thin cushioned insole into the shoe for more padding. There's plenty of padding as is, especially in the heel, his is just a personal preference. The patterned sole is multi-purpose -- he said he can use the shoes for running or exercising at the gym. The shoelaces stay tied -- not always the case these days! -- and the shoe fits comfortably around the ankle, not cutting into skin anywhere. All in all, a great shoe."
1587556167-3763,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good for the price,"Reviewed in the United States on April 17, 2020",3.0 out of 5 stars,Verified Purchase,Fits as expected. Fine. Ok as far as cushioning goes but great for the cost compared to bigger name brands that have about the same cushioning for around double the price. I need to insert soles to make them a tad comfier.
1587556167-4371,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very comfortable,"Reviewed in the United States on February 19, 2020",5.0 out of 5 stars,Verified Purchase,Nice style and comfortable shoes. A lot better than my old DVS shoes.
1587556167-4119,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great gift!!!!,"Reviewed in the United States on February 10, 2020",5.0 out of 5 stars,Verified Purchase,Bought these for my husband and he loves them!!!
1587556167-3648,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Stiff Running Shoe,"Reviewed in the United States on August 14, 2019",5.0 out of 5 stars,Verified Purchase,"This shoe is too stiff for my liking.  I like a more flexible running shoe, the Charged Assert 8 Running Shoe does not live up to my preferred type of running shoe.  I would also prefer more heel cushioning than this shoe offers.  It is well built and I'm using them as a third choice running shoe.  I am primarily using the Charged Assert 8 Running Shoe as a walking shoe, it is a comfortable stiff walking shoe."
